"DESKTOP-SRDUUC3","\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical","N/A","Disabled","Interactive/Background","31/07/2025 21:12:01","0","N/A","COM handler","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","At idle time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical","N/A","Disabled","Interactive/Background","31/07/2025 21:12:09","0","N/A","COM handler","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","At idle time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)","N/A","Disabled","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.","Disabled","Disabled","","Everyone","Disabled","01:00:00","Scheduling data is not available in this format.","Daily ","03:00:00","09/11/2006","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)","N/A","Disabled","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.","Disabled","Disabled","","Everyone","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Everyone","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\AppID\PolicyConverter","N/A","Disabled","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\appidpolicyconverter.exe ","N/A","Converts the software restriction policies policy from XML into binary format.","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck","N/A","Disabled","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\appidcertstorecheck.exe ","N/A","Inspects the AppID certificate cache for invalid or revoked certificates.","Disabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\MareBackup","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","$(@%SystemRoot%\system32\invagent.dll,-701)","Multiple actions","Multiple actions","$(@%SystemRoot%\system32\invagent.dll,-702)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","03/09/2025 04:43:47","Ready","Interactive/Background","02/09/2025 04:58:24","0","$(@%SystemRoot%\system32\compattelrunner.exe,-501)","%windir%\system32\compattelrunner.exe ","N/A","$(@%SystemRoot%\system32\compattelrunner.exe,-503)","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","03:00:00","01/09/2008","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","03/09/2025 04:46:02","Ready","Interactive/Background","02/09/2025 04:58:24","0","$(@%SystemRoot%\system32\compattelrunner.exe,-501)","%windir%\system32\compattelrunner.exe ","N/A","$(@%SystemRoot%\system32\compattelrunner.exe,-503)","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","03/09/2025 03:26:00","Ready","Interactive/Background","02/09/2025 04:58:24","0","$(@%SystemRoot%\system32\compattelrunner.exe,-501)","%windir%\system32\compattelrunner.exe ","N/A","$(@%SystemRoot%\system32\compattelrunner.exe,-503)","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\PcaPatchDbTask","02/09/2025 16:57:05","Ready","Interactive/Background","02/09/2025 04:58:24","0","Microsoft Corporation","%windir%\system32\rundll32.exe %windir%\system32\PcaSvc.dll,PcaPatchSdbTask","N/A","Updates compatibility database","Enabled","Disabled","","SYSTEM","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","03:00:00","01/09/2008","N/A","N/A","N/A","12 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\ProgramDataUpdater","N/A","Ready","Interactive/Background","02/09/2025 02:11:43","-2147023829","$(@%SystemRoot%\system32\invagent.dll,-701)","%windir%\system32\compattelrunner.exe -maintenance","N/A","$(@%SystemRoot%\system32\invagent.dll,-702)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Application Experience\StartupAppTask","N/A","Ready","Interactive/Background","01/09/2025 00:05:37","0","Microsoft Corporation","%windir%\system32\rundll32.exe Startupscan.dll,SusRunTask","N/A","Scans startup entries and raises notification to the user if there are too many startup entries.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\ApplicationData\appuriverifierdaily","N/A","Ready","Interactive/Background","02/09/2025 02:11:43","-2147023829","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","Verifies AppUriHandler host registrations.","Enabled","Disabled","","INTERACTIVE","Disabled","00:15:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\ApplicationData\appuriverifierinstall","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","Verifies AppUriHandler host registrations.","Enabled","Disabled","","INTERACTIVE","Disabled","00:15:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\ApplicationData\CleanupTemporaryState","N/A","Ready","Interactive/Background","28/08/2025 23:54:32","0","Microsoft Corporation","%windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState","N/A","Cleans up each package's unused temporary files.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\ApplicationData\DsSvcCleanup","N/A","Ready","Interactive/Background","02/09/2025 02:11:43","-2147023829","Microsoft Corporation","%windir%\system32\dstokenclean.exe ","N/A","Performs maintenance for the Data Sharing Service.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\AppListBackup\Backup","N/A","Ready","Interactive/Background","01/09/2025 00:05:37","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Users","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","N/A","Disabled","Interactive/Background","29/07/2025 18:36:50","0","N/A","%windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask","N/A","N/A","Disabled","Only Start If Idle for 15 minutes, If Not Idle Retry For 15 minutes","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Autochk\Proxy","N/A","Ready","Interactive/Background","01/09/2025 22:42:42","0","Microsoft Corporation","%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","N/A","This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 525600 minutes","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Bluetooth\UninstallDeviceTask","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","Microsoft","BthUdTask.exe $(Arg0)","N/A","Uninstalls the PnP device associated with the specified Bluetooth service ID","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask","N/A","Ready","Interactive/Background","27/08/2025 01:13:20","268435456","Microsoft Corporation","COM handler","N/A","Maintains registrations for background tasks for Universal Windows Platform applications.","Enabled","Only Start If Idle for 0 minutes, If Not Idle Retry For 0 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","02/09/2025 12:54:19","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","02/09/2025 12:54:19","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","02/09/2025 12:54:19","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","02/09/2025 12:54:19","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready","Interactive/Background","02/09/2025 05:10:32","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready","Interactive/Background","02/09/2025 05:10:32","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Chkdsk\ProactiveScan","N/A","Ready","Interactive/Background","02/09/2025 02:11:42","0","Microsoft Corporation","COM handler","N/A","NTFS Volume Health Scan","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-SRDUUC3","\Microsoft\Windows\Chkdsk\SyspartRepair","N/A","Ready","Interactive/Background","30/11/1999 00:00:00","267011","N/A","%windir%\system32\bcdboot.exe %windir% /sysrepair","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CloudExperienceHost\CreateObjectTask","N/A","Ready","Interactive/Background","28/07/2025 23:48:49","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DESKTOP-SRDUUC3","\Microsoft\Windows\CloudRestore\Backup","N/A","Ready","Interactive/Background","31/08/2025 00:11:20","0","Microsoft Corporation","COM handler","N/A","Handles restoring settings from the cloud","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
